Nombre Buque;Cód UE;Pareja;Cód UE Pareja;Puerto Venta;Puerto Base;Trimestre;Trimestre Desembarco;Año;Año construcción;TRB;GT;Potencia CV;Potencia KW;Eslora total;Eslora PP;Zona;Metier;Especie Oficial;Especie Científico;Especie Inglés;Especie ALFA3;Kg Desembarcados;Kg Desemb Peso Vivo;Precio por Kg;Precio Total
Beti Salada Segundo;ESP000024915;;;Pasaia;Pasaia;1;1;2020;2001;3,96;3,63;30;;10,05;;27.8.abd;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;13169,5;13169,5;0,658610805;8673,575
Beti Salada Segundo;ESP000024915;;;Pasaia;Pasaia;2;2;2020;2001;3,96;3,63;30;;10,05;;27.8.abd;LLS_DEF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;122;122;0,268539945;32,76187328
Beti Salada Segundo;ESP000024915;;;Pasaia;Pasaia;4;4;2020;2001;3,96;3,63;30;;10,05;;27.8.abd;LLS_DEF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;4,2;4,2;0,686176471;2,881941176
Beti San Luis;ESP000010863;;;Getaria;Orio;1;1;2020;1972;149,92;161;760;;28,5;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;96234,3;96234,3;0,849903901;81789,907
Beti San Luis;ESP000010863;;;Getaria;Orio;3;3;2020;1972;149,92;161;760;;28,5;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;236,2;236,2;1,35;318,87
Beti Zeruko Izarra (ex Laura y Cristina);ESP000024946;;;Bermeo;Bermeo;1;1;2019;2001;23,78;25,7;115;;16;;27.8.c;GNS_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;11;11;2,7;29,7
Beti Zeruko Izarra (ex Laura y Cristina);ESP000024946;;;Bermeo;Bermeo;2;2;2019;2001;23,78;25,7;115;;16;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;9885;9885;1,35;13344,75
Beti Zeruko Izarra (ex Laura y Cristina);ESP000024946;;;Santurtzi;Bermeo;4;4;2020;2001;23,78;25,7;115;;16;;27.8.c;GNS_DEF_60-79_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;31,35;31,35;1,301594896;40,805
Bide Ona Bi;ESP000025522;;;Lekeitio;Lekeitio;2;2;2020;2003;18,84;16,44;158;;14,6;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;12150;12150;0,704646091;8561,45
Bihotz Alai;ESP000024654;;;Ondarroa;Armintza;2;2;2019;2000;9,63;8,24;96;;11,6;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;11416,2;11416,2;1,763376342;20131,057
Braulin;ESP000023296;;;Ondarroa;Laredo;2;2;2020;1996;71;94,9;285;;26,64;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;1619,6;1619,6;1,052885898;1705,254
Braulin;ESP000023296;;;Pasaia;Laredo;4;4;2019;1996;71;94,9;285;;26,64;;27.8.abd;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;13,5;13,5;3,17;42,795
Braulin;ESP000023296;;;Pasaia;Laredo;4;4;2020;1996;71;94,9;285;;26,64;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;588;588;0,156122449;91,8
Estrella Polar Primero;ESP000025177;;;Getaria;Colindres;4;4;2019;2002;96,63;101,9;225;;27,5;;27.8.c;PS_SPF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;760,5;760,5;0,504378698;383,58
Estrella Polar Primero;ESP000025177;;;Hondarribia;Colindres;4;4;2020;2002;96,63;101,9;225;;27,5;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;171,5;171,5;0,5;85,75
Estrella Polar Primero;ESP000025177;;;Ondarroa;Colindres;4;4;2019;2002;96,63;101,9;225;;27,5;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;169;169;1,185857988;200,41
Galaico Segundo;ESP000021971;;;Ondarroa;Santoña;2;2;2019;1991;49;62,4;367;;21,4;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;8450,2;8450,2;0,939802727;7941,521
Gamecho;ESP000023037;;;Ondarroa;Santander;2;2;2019;1995;71,84;87;316;;26,64;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;3421;3421;2,05;7013,05
Gamecho;ESP000023037;;;Ondarroa;Santander;3;3;2019;1995;;112;315,9;;30,64;;27.8.abd;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;866,6;866,6;0,95;823,27
Gamecho;ESP000023037;;;Pasaia;Santander;2;2;2019;1995;71,84;87;316;;26,64;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;5179;5179;2,453697625;12707,7
Gamecho;ESP000023037;;;Pasaia;Santander;3;3;2019;1995;;112;315,9;;30,64;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;5482,5;5482,5;1,967587779;10787,3
Gamecho;ESP000023037;;;Pasaia;Santander;4;4;2019;1995;;112;315,9;;30,64;;27.8.abd;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;20915;20915;1,38669376;29002,7
Garrintxo eta Zomorro (ex Nuevo Venus);ESP000024501;;;Pasaia;Pasaia;2;2;2019;2000;17,71;16,85;133;;14,8;;27.8.c;LLS_DEF_0_0_0;Chicharro Negro;Trachurus trachurus;Atlantic (Scad) Horse mackerel;HOM;5,7;5,7;1,957368421;11,157
Gaztelugatxe;ESP000023061;Aketxe;ESP000023062;Ondarroa;Ondarroa;2;;2019;;138,5;195,53;270;;26;;27.8.c;PTB_MPD_>=55_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;816;816;;
Gaztelugatxeko Doniene;ESP000024627;;;Bermeo;Pasaia;1;1;2020;2000;41,46;51,92;200;;18;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;27883;27883;0,733691138;20457,51
Gaztelugatxeko Doniene;ESP000024627;;;Getaria;Pasaia;1;1;2020;2000;41,46;51,92;200;;18;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;4605,1;4605,1;0,72;3315,672
Goienkale (ex Gure Leporre Berria);ESP000026239;;;Bermeo;Bermeo;1;1;2019;2005;110;130;500;;23,79;;27.8.c;GNS_DEF_>=100_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;4987;4987;1,25;6233,75
Goienkale (ex Gure Leporre Berria);ESP000026239;;;Bermeo;Bermeo;2;2;2019;2005;110;130;500;;23,79;;27.8.c;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;3814;3814;1,349045621;5145,26
Goiz Argi Berria;ESP000026380;;;Pasaia;Pasaia;1;1;2020;2005;3,48;2,3;22;;7,4;;27.8.abd;LHM_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;1358,5;1358,5;0,810270887;1100,753
Gorostiaga Hermanos (ex Algarife);ESP000021708;;;Ondarroa;Zierbena;1;1;2019;1990;79,1;91,6;402;;26,58;;27.8.c;PS_SPF_0_0_0;Anchoa - Boqueron;Engraulis encrasicolus;Anchovy;ANE;4922,5;4922,5;2,603168106;12814,095
Gorostiaga Hermanos (ex Algarife);ESP000021708;;;Ondarroa;Zierbena;2;2;2019;1990;79,1;91,6;402;;26,58;;27.8.c;PS_SPF_0_0_0;Verdel - Caballa;Scomber scombrus;Mackerel;MAC;3797,9;3797,9;1,545266858;5868,769
Gorostiaga Hermanos (ex Algarife);ESP000021708;;;Ondarroa;Zierbena;2;2;2020;1990;79,1;91,6;402;;26,58;;27.8.c;PS_SPF_0_0_0;Sardina;Sardina pilchardus;Pilchard;PIL;2893,9;2893,9;0,433202944;1253,646
