Código,Buque,Folio,Código UE,Código MMSI,Código Radio,Baja,Fecha baja,Observaciones,Año construcción,Fecha metier,Metier principal,Metier secundario,Fecha puerto base,Puerto base,Fecha características técnicas,TRB,GT,Eslora,Potencia,Caladero principal,Tipo pesca principal,Segmento,Varios,CensoPorModalidad,Notas
357,Coyote,3XXX0735,,,,VERDADERO,31/12/2000,Baja por cese de ventas,,,,,01/01/2019,Concarneau,01/01/2019,,,,,,,,,Pabellón extranjero,
1331,Creador (ex Alba del Mar Primero),3ST31-00,ESP000024545,224102000,EAYI,FALSO,,"ex Alba del Mar Primero
ex mar Oceano Primero",2000,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Santander,01/01/2019,118.53,130.02,28.37,420,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
358,Cresus,BA 801764,FRA000801764,228141000,FKRC,FALSO,,,,01/01/2019,LHP_LPF_0_0_0,GNS_DEF_>=100_0_0,01/01/2019,Bayonne,01/01/2019,30.71,25.98,14.8,258,,,,,Pabellón extranjero,
2499,Crisalva Uno,FD532,GBR000C17720,,,FALSO,,,1973,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Fleetwood,01/01/2019,,381,40.75,873,,,,,Pabellón extranjero,
359,Cristo Bonanza,3XXX0132,,,,VERDADERO,31/12/1997,Baja por cese ventas,,,,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
360,Cristo del Socorro,3GI45-95,ESP000023022,224940000,EA5365,FALSO,,,1995,01/01/2019,LLS_DWS_0_0_0,,01/01/2019,Burela,01/01/2019,55.34,129.42,22,190,PALANGRE DE FONDO MENORES 100 TRB EN VIIIabde.,Palangre de Fondo,Palangre de Fondo,,PALANGRE DE FONDO MENORES 100 TRB EN VIIIabde,
361,Cristobal?,3XXX0594,,,,VERDADERO,31/12/1996,Baja por cese de ventas,,,,,01/01/2019,Donostia,01/01/2019,,,,,,,,,,
1428,Croix Morand,BA 623126,FRA000623126,227385000,FHIN,FALSO,,,1985,01/01/2019,GNS_DEF_>=100_0_0,,01/01/2019,Bayonne,01/01/2019,,377,38,,,,,,Pabellón extranjero,
2219,Cruceiro de Pazos,3CO11-02,ESP000025405,224068580,EA5920,FALSO,,,2002,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Sada,01/01/2019,37.64,47.01,18.85,298,CERCO EN CANTABRICO NW,CERCO,CERCO,,CERCO EN CANTABRICO NW,
1640,Cruz Cuarto,3SS12416,ESP000009524,,,VERDADERO,10/01/2001,,,,,,01/01/2019,Pasaia,,,,,,,,,,,
2397,Cruz del Sur,3GI42101,ESP000013774,,,FALSO,,,1984,01/01/2019,GNS_DEF_60-79_0_0,LHM_SPF_0_0_0,01/01/2019,Cudillero,01/01/2019,10.22,6.98,10.22,100,ARTES MENORES EN CANTABRICO NW,,Bajura,,ARTES MENORES EN CANTABRICO NW,
362,Cruz Sexto,3GI41819,ESP000007565,,,VERDADERO,06/09/2004,pareja del Calo Berria,1970,01/01/2019,PTB_MPD_>=55_0_0,,01/01/2019,Pasaia,01/01/2019,280.67,288.1,37.79,1190,"Zona CIEM Vb, VI, VII y VIIIabd",Arrastre,Arrastre,Arrastre,"ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII y VIIIabde",
2387,Cruz y Cristo,3GI73-99,ESP000024418,224094740,EA4231,FALSO,,,1999,01/01/2019,LLS_DEF_0_0_0,LHM_SPF_0_0_0,01/01/2019,San Ciprian,01/01/2019,35.68,50.2,18.5,240,PALANGRE DE FONDO EN CANTABRICO NW,,Bajura,,PALANGRE DE FONDO EN CANTABRICO NW,
2675,Cu ca,3GI46-97,ESP000023747,224016730,EA3134,FALSO,,,1998,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Muxia,01/01/2019,46.98,110.52,22.5,270,PALANGRE DE FONDO EN CANTABRICO NW,,,,PALANGRE DE FONDO EN CANTABRICO NW,
364,Cu Ma Mara,3XXX0715,,,,VERDADERO,15/11/2005,"En Cofradia lo llamaban Cuna Maria. Este es el unico por fechas.
Baja por cese de ventas",,,,,01/01/2019,Tralee,01/01/2019,,,,,,,,,Pabellón extranjero,
363,Cuarto Cabo Naval,3CO73614,ESP000020586,224003530,EA7854,FALSO,,,1993,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Portosin,01/01/2019,49.86,54.81,20.09,280,CERCO EN CANTABRICO NW,Cerco,Cerco,,CERCO EN CANTABRICO NW,
2492,Cuca (BA184574),BA 184574,FRA000184574,,,FALSO,,,1974,01/01/2019,LLS_DEF_0_0_0,,01/01/2019,Bayonne,01/01/2019,,384,38.75,1030,,,,,Pabellón extranjero,
1643,Cuquiña,3CO73563,ESP000014564,,,VERDADERO,11/05/1999,,,,,,01/01/2019,Portosin,,,,,,,,,,,
2551,Currana,3CO23862,ESP000015999,,,VERDADERO,28/11/2014,,1989,01/01/2019,OTB_DEF_>=55_0_0,,01/01/2019,Celeiro,01/01/2019,138.86,230,29.99,500,ARRASTRE DE FONDO EN CANTABRICO NW,,,,ARRASTRE DE FONDO EN CANTABRICO NW,
2651,Currana Un,3LU31-05,ESP000026556,224175960,ECJL,FALSO,,,2005,01/01/2019,LLS_DEF_0_0_0,GNS_DEF_100-119_0_0,01/01/2019,Celeiro,01/01/2019,149.9,307,33.5,499,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde.",ARTES FIJAS,Altura,,"ARTES FIJAS EN ZONAS CIEM VB, VI,VII y VIIIabde",
2736,Cyriaque,BA 642099,FRA000642099,,,FALSO,,,1985,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Bayonne,01/01/2019,,91.99,20.6,,,,,,Pabellón extranjero,
376,Damafran,BA 622312,FRA000622312,,,VERDADERO,26/04/2013,,1983,01/01/2019,OTB_DEF_>=70_0_0,,01/01/2019,Bayonne,01/01/2019,,,,,,,,,Pabellón extranjero,
377,Dani Primero,3VI11868,ESP000014798,,,VERDADERO,17/12/2007,,1986,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Ceuta,01/01/2019,49.26,46.1,20.08,364,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
2453,Daniel y Maria,3VI73558,ESP000021698,224151980,,FALSO,,,1990,01/01/2019,GNS_DEF_60-79_0_0,LHM_SPF_0_0_0,01/01/2019,A Guarda,01/01/2019,17.79,19.53,14.3,130,ARTES MENORES EN CANTABRICO NW,,Bajura,,ARTES MENORES EN CANTABRICO NW,
1645,Decano,3FE11758,ESP000010090,,,VERDADERO,17/03/1995,,,,,,01/01/2019,Ondarroa,,,,,,,,,,,
2535,Defiance,T480,GBR000A12925,,,FALSO,,,1981,01/01/2019,OTB_DEF_>=70_0_0,GNS,01/01/2019,Tralee,01/01/2019,,36.85,13.24,134.28,,,,,Pabellón extranjero,
1372,Demar,3ST31-01,ESP000025115,224021640,EA5415,FALSO,,,2001,01/01/2019,PS_SPF_0_0_0,LTL_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,76.22,78.75,25.12,200,CERCO EN CANTABRICO NW,CERCO,Bajura,,CERCO EN CANTABRICO NW,
378,Dena Fish,3XXX0750,,,,VERDADERO,31/12/2003,Baja por cese de ventas,,01/01/2019,UNK_0_0_0,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
379,Denholm Fishselling Limited,3XXX0580,,,,VERDADERO,31/12/1997,Baja por cese de ventas,,,,,01/01/2019,Gran Bretaña,01/01/2019,,,,,,,,,Pabellón extranjero,
380,Denis,3XXX0755,,,,VERDADERO,31/12/2000,Baja por cese de ventas,,,,,01/01/2019,Irlanda,01/01/2019,,,,,,,,,Pabellón extranjero,
382,Desire,3XXX0136,,,,VERDADERO,31/12/1997,Baja por cese de ventas,,,,,01/01/2019,Pasaia,01/01/2019,,,,,,,,,,
2191,Deuna,3XXX0025,,,,VERDADERO,31/12/2005,Baja por cese de ventas,,01/01/2019,GNS_DEF_100-119_0_0,,01/01/2019,Francia,,,,,,,,,,,
2160,Devora,3XXX0869,,,,VERDADERO,31/12/2004,Baja por cese de ventas,,,,,01/01/2019,Desconocido,,,,,,,,,,,
1646,Didi,3ST42509,ESP000006899,,,VERDADERO,16/12/1997,,,,,,01/01/2019,Bermeo,,,,,,,,,,,
383,Dios Te Salve,3BI22505,ESP000000131,,,VERDADERO,30/06/2008,No ha trabajado en 2008. A desguace el 29/4/08 (Luis alberto martin),1968,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Hondarribia,01/01/2019,126.1,130,27,420,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1412,Divina del Mar (ex Toñin - ex Gorostiaga Hermanos),3ST25-97,ESP000023690,224049260,EA3174,FALSO,,,1997,01/01/2019,PS_SPF_0_0_0,,01/01/2019,Portosin,01/01/2019,63.9,87.65,23.74,246,CERCO EN CANTABRICO NW,CERCO,CERCO,,CERCO EN CANTABRICO NW,
384,Divina Pastora,3BI22519,ESP000000119,,,VERDADERO,29/09/2004,,1969,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Bermeo,01/01/2019,148.33,137.78,28.3,425,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1648,Divino Corazon,3SS31320,ESP000001653,,,VERDADERO,31/08/1995,Se trata e un error de asignacion de codigo. El divino corazon se desguazó en 1993. ongo el mismo puerto base asumiendo que sea el barco sustituto,,,,,01/01/2019,Getaria,,,,,,,,,,,
385,Divino Jesus de Praga,3SS21742,ESP000009093,,,VERDADERO,31/05/2004,,1965,01/01/2019,PS_SPF_0_0_0,LHP_LPF_0_0_0,01/01/2019,Donostia,01/01/2019,97.14,103.24,27,430,Cantabrico Noroeste,Cerco,Cerco,Cerco,CERCO EN CANTABRICO NW,
1649,Divino San Roque,3ST42335,ESP000010609,,,VERDADERO,01/06/1998,,,,,,01/01/2019,Santoña,,,,,,,,,,,
