"Nombre_Buque","Puerto_Base","Censo","Trip","Fecha_Desembarco","Dia","Mes","Ano","Zona2","Metier","Demersales","Mixto","Otras","Pelagico","Total","P_dem","P_pel","P_mix","P_otr","Metier_Rev","check"
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553131,2020-12-13,14,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",6714.03,1496.5,1139.55,130,9480.08,0.71,0.01,0.16,0.12,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553332,2020-12-20,21,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",9318.53,100.8,3202,19,12640.33,0.74,0,0.01,0.25,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553384,2020-12-19,21,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",3292.64,142,2536.12,0,5970.75,0.55,0,0.02,0.42,"OTB_DEF_>=70_0_0",TRUE
"KALAMENDI","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553516,2020-12-24,28,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",2236.53,44,1055.5,0,3336.03,0.67,0,0.01,0.32,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530304,2020-01-06,7,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",7332.44,679.7,6609.15,162,14783.29,0.5,0.01,0.05,0.45,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530460,2020-01-12,13,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",8255.4,1826.6,3626.27,0,13708.27,0.6,0,0.13,0.26,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530589,2020-01-19,20,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",9585.37,1062.7,3424.07,0,14072.14,0.68,0,0.08,0.24,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530675,2020-01-26,27,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",8986.38,2421.9,4078.23,0,15486.51,0.58,0,0.16,0.26,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530775,2020-02-02,3,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",10682.82,1696.1,2868.99,240.5,15488.42,0.69,0.02,0.11,0.19,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530886,2020-02-09,10,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",9592.75,1331,2145.51,305,13374.25,0.72,0.02,0.1,0.16,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531000,2020-02-16,17,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",9385.56,1083.3,5452.04,787.5,16708.4,0.56,0.05,0.06,0.33,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531155,2020-02-23,24,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",8569.03,650.8,3763.31,780.5,13763.64,0.62,0.06,0.05,0.27,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533419,2020-04-12,13,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",1599.48,0,400,1468,3467.48,0.46,0.42,0,0.12,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534016,2020-04-23,27,4,2020,"27.6","OTB_DEF_>=70_0_0",21639.6,0,9222.55,0,30862.15,0.7,0,0,0.3,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534240,2020-05-01,4,5,2020,"27.6","OTB_DEF_>=70_0_0",13876.8,0,4088.6,0,17965.39,0.77,0,0,0.23,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534478,2020-05-08,11,5,2020,"27.6","OTB_DEF_>=70_0_0",13763.53,0,1647.15,0,15410.68,0.89,0,0,0.11,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534692,2020-05-15,18,5,2020,"27.6","OTB_DEF_>=70_0_0",13405.74,0,575.99,0,13981.73,0.96,0,0,0.04,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534937,2020-05-22,25,5,2020,"27.6","OTB_DEF_>=70_0_0",14416.81,0,1322.65,0,15739.45,0.92,0,0,0.08,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534939,2020-05-22,25,5,2020,"27.7","OTB_DEF_>=70_0_0",2386.25,0,0,0,2386.25,1,0,0,0,"OTB_DEF_70-99_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535127,2020-05-29,1,6,2020,"27.6","OTB_DEF_>=70_0_0",13454.49,0,2874.51,0,16329,0.82,0,0,0.18,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535314,2020-06-05,8,6,2020,"27.6","OTB_DEF_>=70_0_0",11152.03,0,3749.29,0,14901.32,0.75,0,0,0.25,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535467,2020-06-12,15,6,2020,"27.6","OTB_DEF_>=70_0_0",11446.11,0,2471.59,0,13917.7,0.82,0,0,0.18,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535631,2020-06-19,22,6,2020,"27.6","OTB_DEF_>=70_0_0",13406.19,0,900.3,0,14306.49,0.94,0,0,0.06,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535857,2020-06-26,29,6,2020,"27.6","OTB_DEF_>=70_0_0",13940.34,0,4374.9,0,18315.24,0.76,0,0,0.24,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",536100,2020-07-03,6,7,2020,"27.6","OTB_DEF_>=70_0_0",10565.02,0,2042.75,0,12607.77,0.84,0,0,0.16,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",536268,2020-07-10,13,7,2020,"27.6","OTB_DEF_>=70_0_0",6477.25,0,1031.02,0,7508.26,0.86,0,0,0.14,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",536502,2020-07-19,20,7,2020,"27.6","OTB_DEF_>=70_0_0",10755.23,0,964.42,256.5,11976.16,0.9,0.02,0,0.08,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",537511,2020-08-28,31,8,2020,"27.6","OTB_DEF_>=70_0_0",12539.89,0,677.4,0,13217.29,0.95,0,0,0.05,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",537657,2020-09-03,7,9,2020,"27.6","OTB_DEF_>=70_0_0",10437.94,0,357.6,0,10795.54,0.97,0,0,0.03,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",537819,2020-09-11,14,9,2020,"27.6","OTB_DEF_>=70_0_0",12315.81,0,499.5,0,12815.31,0.96,0,0,0.04,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538015,2020-09-18,21,9,2020,"27.6","OTB_DEF_>=70_0_0",10483.31,0,2371.78,0,12855.08,0.82,0,0,0.18,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538143,2020-09-25,28,9,2020,"27.6","OTB_DEF_>=70_0_0",12261.3,0,2944.45,0,15205.75,0.81,0,0,0.19,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538355,2020-10-02,5,10,2020,"27.6","OTB_DEF_>=70_0_0",9949.62,0,1316,0,11265.62,0.88,0,0,0.12,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538624,2020-10-09,12,10,2020,"27.6","OTB_DEF_>=70_0_0",10761.88,0,3563.38,0,14325.25,0.75,0,0,0.25,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538818,2020-10-16,19,10,2020,"27.6","OTB_DEF_>=70_0_0",11975.77,0,2039.92,0,14015.69,0.85,0,0,0.15,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",539161,2020-10-24,26,10,2020,"27.6","OTB_DEF_>=70_0_0",13839.43,0,2105.68,0,15945.1,0.87,0,0,0.13,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",539476,2020-10-31,2,11,2020,"27.6","OTB_DEF_>=70_0_0",3525.1,0,651.65,0,4176.75,0.84,0,0,0.16,"OTB_DEF_100-119_0_0",FALSE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",552166,2020-11-15,16,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",7229.82,684.3,4747.72,54,12715.84,0.57,0,0.05,0.37,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",552483,2020-11-22,23,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",9720.98,108.5,6259.33,64.5,16153.31,0.6,0,0.01,0.39,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",552803,2020-11-30,30,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",7719.86,865.2,5590.98,66.5,14242.54,0.54,0,0.06,0.39,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553044,2020-12-06,7,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",5765.97,59,2920.36,0,8745.33,0.66,0,0.01,0.33,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553135,2020-12-13,14,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",7186.37,1517,5504.86,55,14263.22,0.5,0,0.11,0.39,"OTB_DEF_>=70_0_0",TRUE
"MAR MARES","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553338,2020-12-20,21,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",6983.53,2360.3,2582.22,32.5,11958.55,0.58,0,0.2,0.22,"OTB_DEF_>=70_0_0",TRUE
"NUEVO CHAROLAIS","Santander","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531467,2020-03-03,5,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",0,0,0,9110,9110,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",530466,2020-01-10,13,1,2020,"27.8.c","OTB_DEF_>=55_0_0",1973.64,424,3728.48,78,6204.12,0.32,0.01,0.07,0.6,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",530544,2020-01-15,16,1,2020,"27.8.c","OTB_DEF_>=55_0_0",4548.2,52,2636.38,96,7332.58,0.62,0.01,0.01,0.36,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",530597,2020-01-17,20,1,2020,"27.8.c","OTB_DEF_>=55_0_0",2380.13,67.4,950.87,181,3579.4,0.66,0.05,0.02,0.27,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",530638,2020-01-22,23,1,2020,"27.8.c","OTB_DEF_>=55_0_0",1891.59,35.8,2347.37,57.1,4331.86,0.44,0.01,0.01,0.54,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",530682,2020-01-24,27,1,2020,"27.8.c","OTB_DEF_>=55_0_0",1882.46,70,2504.34,183,4639.8,0.41,0.04,0.02,0.54,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",530744,2020-01-29,30,1,2020,"27.8.c","OTB_DEF_>=55_0_0",1747.73,115,3090.87,431,5384.6,0.32,0.08,0.02,0.57,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",530788,2020-01-31,3,2,2020,"27.8.c","OTB_DEF_>=55_0_0",1580.95,163,2246.53,3897,7887.48,0.2,0.49,0.02,0.28,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",530848,2020-02-05,6,2,2020,"27.8.c","OTB_DEF_>=55_0_0",3136.79,204,1774.52,689,5804.31,0.54,0.12,0.04,0.31,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",530894,2020-02-07,10,2,2020,"27.8.c","OTB_DEF_>=55_0_0",1967.85,254.5,1960.24,611,4793.59,0.41,0.13,0.05,0.41,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",530958,2020-02-12,13,2,2020,"27.8.c","OTB_DEF_>=55_0_0",2730.89,484,1819.87,1160,6194.76,0.44,0.19,0.08,0.29,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531008,2020-02-14,17,2,2020,"27.8.c","OTB_DEF_>=55_0_0",2114.83,150,604.58,783,3652.41,0.58,0.21,0.04,0.17,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531066,2020-02-19,20,2,2020,"27.8.c","OTB_DEF_>=55_0_0",3102.21,338,2852.6,346,6638.81,0.47,0.05,0.05,0.43,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531163,2020-02-21,24,2,2020,"27.8.c","OTB_DEF_>=55_0_0",1220.86,78,3218.45,84,4601.31,0.27,0.02,0.02,0.7,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531293,2020-02-26,27,2,2020,"27.8.c","OTB_DEF_>=55_0_0",2332.16,111,5506.35,377,8326.51,0.28,0.05,0.01,0.66,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531341,2020-03-01,2,3,2020,"27.8.c","OTB_DEF_>=55_0_0",533.99,3.8,158.55,115.5,811.84,0.66,0.14,0,0.2,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531459,2020-03-03,4,3,2020,"27.8.c","OTB_DEF_>=55_0_0",193.46,2.7,41.9,7695,7933.06,0.02,0.97,0,0.01,"OTB_SPF_>=55_0_0",FALSE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531465,2020-03-04,5,3,2020,"27.8.c","OTB_DEF_>=55_0_0",169.52,7,30.8,31064,31271.32,0.01,0.99,0,0,"OTB_SPF_>=55_0_0",FALSE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531552,2020-03-08,9,3,2020,"27.8.c","OTB_DEF_>=55_0_0",30.54,7.3,9.22,11574,11621.06,0,1,0,0,"OTB_SPF_>=55_0_0",FALSE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531584,2020-03-09,10,3,2020,"27.8.c","OTB_DEF_>=55_0_0",38.62,0,0,2813,2851.62,0.01,0.99,0,0,"OTB_SPF_>=55_0_0",FALSE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531690,2020-03-10,11,3,2020,"27.8.c","OTB_DEF_>=55_0_0",31.3,0,0,0,31.3,1,0,0,0,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531775,2020-03-11,12,3,2020,"27.8.c","OTB_DEF_>=55_0_0",33.27,0,5.3,0,38.57,0.86,0,0,0.14,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",531892,2020-03-12,13,3,2020,"27.8.c","OTB_DEF_>=55_0_0",17.08,0,3.8,0,20.88,0.82,0,0,0.18,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",534497,2020-05-06,7,5,2020,"27.8.c","OTB_DEF_>=55_0_0",368.6,3,1038.9,9741,11151.5,0.03,0.87,0,0.09,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",534585,2020-05-10,11,5,2020,"27.8.c","OTB_DEF_>=55_0_0",3123.46,95,2593.53,26338,32149.99,0.1,0.82,0,0.08,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",534631,2020-05-12,13,5,2020,"27.8.c","OTB_DEF_>=55_0_0",663.18,48,1038.21,11575,13324.4,0.05,0.87,0,0.08,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",534678,2020-05-13,14,5,2020,"27.8.c","OTB_DEF_>=55_0_0",239.53,1,1,18349,18590.53,0.01,0.99,0,0,"OTB_SPF_>=55_0_0",FALSE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",534682,2020-05-14,15,5,2020,"27.8.c","OTB_DEF_>=55_0_0",169.71,0,0,10512.5,10682.21,0.02,0.98,0,0,"OTB_SPF_>=55_0_0",FALSE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",534858,2020-05-20,21,5,2020,"27.8.c","OTB_DEF_>=55_0_0",229.86,0,28.4,10659,10917.26,0.02,0.98,0,0,"OTB_SPF_>=55_0_0",FALSE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",534882,2020-05-21,22,5,2020,"27.8.c","OTB_DEF_>=55_0_0",292.16,16,178.54,14468.5,14955.2,0.02,0.97,0,0.01,"OTB_SPF_>=55_0_0",FALSE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",534945,2020-05-24,25,5,2020,"27.8.c","OTB_DEF_>=55_0_0",3462.37,75,1164.08,8437,13138.45,0.26,0.64,0.01,0.09,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",534980,2020-05-25,26,5,2020,"27.8.c","OTB_DEF_>=55_0_0",1276.12,1.1,708.5,8050,10035.72,0.13,0.8,0,0.07,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",535053,2020-05-26,27,5,2020,"27.8.c","OTB_DEF_>=55_0_0",900.82,0,74,2221,3195.82,0.28,0.69,0,0.02,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",535136,2020-05-28,29,5,2020,"27.8.c","OTB_DEF_>=55_0_0",724.74,19,229.76,3460,4433.5,0.16,0.78,0,0.05,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",535182,2020-05-29,1,6,2020,"27.8.c","OTB_DEF_>=55_0_0",551.34,13,111.91,930,1606.25,0.34,0.58,0.01,0.07,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",535275,2020-06-04,5,6,2020,"27.8.c","OTB_DEF_>=55_0_0",1315.07,20,1425.3,2423,5183.37,0.25,0.47,0,0.27,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",535406,2020-06-05,8,6,2020,"27.8.c","OTB_DEF_>=55_0_0",301.14,11,112.7,1502,1926.84,0.16,0.78,0.01,0.06,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",535407,2020-06-07,8,6,2020,"27.8.c","OTB_DEF_>=55_0_0",1159.75,27,432.63,9660,11279.38,0.1,0.86,0,0.04,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",535415,2020-06-08,9,6,2020,"27.8.c","OTB_DEF_>=55_0_0",409.62,8,150.06,1737,2304.67,0.18,0.75,0,0.07,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",535431,2020-06-10,11,6,2020,"27.8.c","OTB_DEF_>=55_0_0",1477.48,13,955.03,754,3199.51,0.46,0.24,0,0.3,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",537665,2020-09-06,7,9,2020,"27.8.c","OTB_DEF_>=55_0_0",4800.71,8,1402.64,228,6439.35,0.75,0.04,0,0.22,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",537752,2020-09-09,10,9,2020,"27.8.c","OTB_DEF_>=55_0_0",3327.99,10.1,1487.57,340,5165.66,0.64,0.07,0,0.29,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",537824,2020-09-11,14,9,2020,"27.8.c","OTB_DEF_>=55_0_0",1472.88,9,999.04,480,2960.92,0.5,0.16,0,0.34,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",537979,2020-09-17,18,9,2020,"27.8.c","OTB_DEF_>=55_0_0",2131.06,6,904.47,659,3700.53,0.58,0.18,0,0.24,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",538080,2020-09-20,21,9,2020,"27.8.c","OTB_DEF_>=55_0_0",3010.83,5,2417.19,291,5724.02,0.53,0.05,0,0.42,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",538128,2020-09-23,24,9,2020,"27.8.c","OTB_DEF_>=55_0_0",3308.02,13,1604.33,844,5769.35,0.57,0.15,0,0.28,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",538233,2020-09-24,28,9,2020,"27.8.c","OTB_DEF_>=55_0_0",184.62,0,47.01,20,251.63,0.73,0.08,0,0.19,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",538400,2020-10-02,5,10,2020,"27.8.c","OTB_DEF_>=55_0_0",1667.41,4.5,1721.97,99,3492.88,0.48,0.03,0,0.49,"OTB_DEF_>=55_0_0",TRUE
"SERENIN ( EX MINCHOS QUINTO)","Celeiro","ARRASTRE DE FONDO EN CANTABRICO NW",538496,2020-10-07,8,10,2020,"27.8.c","OTB_DEF_>=55_0_0",3969.83,27,1432.04,681,6109.87,0.65,0.11,0,0.23,"OTB_DEF_>=55_0_0",TRUE
