"Nombre_Buque","Puerto_Base","Censo","Trip","Fecha_Desembarco","Dia","Mes","Ano","Zona2","Metier","Demersales","Mixto","Otras","Pelagico","Total","P_dem","P_pel","P_mix","P_otr","Metier_Rev","check"
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530297,2020-01-06,7,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",8599.7,1262.8,3852.66,253,13968.17,0.62,0.02,0.09,0.28,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530453,2020-01-12,13,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",11767.27,985.6,4663.89,119,17535.76,0.67,0.01,0.06,0.27,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530584,2020-01-19,20,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",12518.92,587,4744.68,548,18398.6,0.68,0.03,0.03,0.26,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530670,2020-01-26,27,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",10143.77,490,2579.1,724,13936.87,0.73,0.05,0.04,0.19,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530770,2020-02-02,3,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",9256.07,1186.5,2429.44,946.5,13818.5,0.67,0.07,0.09,0.18,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530881,2020-02-09,10,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",12401.52,1309,4721.35,1514,19945.87,0.62,0.08,0.07,0.24,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530995,2020-02-16,17,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",12313.01,837.5,4608.98,1916.5,19675.98,0.63,0.1,0.04,0.23,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531149,2020-02-23,24,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",12825.19,592.5,4650.34,490.5,18558.53,0.69,0.03,0.03,0.25,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531330,2020-03-01,2,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",7441.82,291.3,1782.41,1647.5,11163.03,0.67,0.15,0.03,0.16,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531378,2020-03-04,4,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",1287.32,44,335.87,15372,17039.19,0.08,0.9,0,0.02,"OTB_SPF_>=70_0_0",FALSE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531429,2020-03-04,5,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",39.88,6.5,26.63,43014,43087.01,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531481,2020-03-05,6,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",0,0,0,24409,24409,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531496,2020-03-07,7,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",0,0,0,21000,21000,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531528,2020-03-08,9,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",25.9,10.5,20.5,66809,66865.9,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531579,2020-03-10,10,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",82.4,13,32.2,35891.5,36019.1,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531678,2020-03-11,11,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",44.15,4.5,9.6,32626,32684.25,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531993,2020-03-15,16,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",8581.54,724,2296.98,431.5,12034.02,0.71,0.04,0.06,0.19,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",532460,2020-03-22,23,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",6997.45,2174.5,4139.62,2302.5,15614.07,0.45,0.15,0.14,0.27,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533271,2020-04-05,6,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",1570.09,18,348.35,0,1936.44,0.81,0,0.01,0.18,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533413,2020-04-12,13,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",7376.57,341.5,3061.49,2623,13402.56,0.55,0.2,0.03,0.23,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533604,2020-04-19,20,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",8080.88,103.5,2237.81,1120,11542.2,0.7,0.1,0.01,0.19,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534013,2020-04-26,27,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",10763.41,465.5,4924.75,2137.5,18291.17,0.59,0.12,0.03,0.27,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534270,2020-05-03,4,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",10421.23,102,4685.72,4219,19427.94,0.54,0.22,0.01,0.24,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534520,2020-05-10,11,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",10297.7,188,3541.94,3796.5,17824.14,0.58,0.21,0.01,0.2,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534688,2020-05-17,18,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",17478.97,189,3567.68,3449.5,24685.15,0.71,0.14,0.01,0.14,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534906,2020-05-24,25,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",17118.22,204,4776.87,5471.5,27570.6,0.62,0.2,0.01,0.17,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535108,2020-05-31,1,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",18617.32,56.5,4212.03,1320,24205.85,0.77,0.05,0,0.17,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535302,2020-06-07,8,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",15212.12,139,3273.87,1920,20545,0.74,0.09,0.01,0.16,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535456,2020-06-14,15,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",9826.94,408,2500.65,5846,18581.59,0.53,0.31,0.02,0.13,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535623,2020-06-21,22,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",10610.12,141.5,2197.95,2110,15059.57,0.7,0.14,0.01,0.15,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535791,2020-06-25,25,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",0,0,6200,0,6200,0,0,0,1,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535815,2020-06-28,29,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",6595.24,0,1093.4,1521,9209.64,0.72,0.17,0,0.12,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",536055,2020-07-05,6,7,2020,"27.8.abde","OTB_DEF_>=70_0_0",7109.56,45,997.8,870,9022.36,0.79,0.1,0,0.11,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",536298,2020-07-12,13,7,2020,"27.8.abde","OTB_DEF_>=70_0_0",6476.78,0,847.4,2391.5,9715.68,0.67,0.25,0,0.09,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",536446,2020-07-19,20,7,2020,"27.8.abde","OTB_DEF_>=70_0_0",9308.13,0,2229.9,1411.5,12949.53,0.72,0.11,0,0.17,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",536637,2020-07-26,27,7,2020,"27.8.abde","OTB_DEF_>=70_0_0",11773.57,21.5,1843.2,1282.5,14920.77,0.79,0.09,0,0.12,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",536807,2020-08-02,3,8,2020,"27.8.abde","OTB_DEF_>=70_0_0",9695.59,0,1491.9,4121,15308.49,0.63,0.27,0,0.1,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",537485,2020-08-30,31,8,2020,"27.8.abde","OTB_DEF_>=70_0_0",7927.02,0,1507.1,1628.5,11062.62,0.72,0.15,0,0.14,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",537642,2020-09-06,7,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",11005.22,47,1835.75,1427,14314.97,0.77,0.1,0,0.13,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",537788,2020-09-13,14,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",11363.82,108,2640.22,731,14843.05,0.77,0.05,0.01,0.18,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",537874,2020-09-16,16,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",6055.62,38.5,661.06,84.5,6839.68,0.89,0.01,0.01,0.1,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",537915,2020-09-16,17,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",2464.09,0,451.85,130.5,3046.44,0.81,0.04,0,0.15,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538012,2020-09-20,21,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",7292.09,0,805.35,65.5,8162.94,0.89,0.01,0,0.1,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538097,2020-09-23,24,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",10226.67,64,1165.69,240,11696.36,0.87,0.02,0.01,0.1,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538142,2020-09-27,28,9,2020,"27.8.abde","OTB_DEF_>=70_0_0",6877.12,16,315.5,133.5,7342.12,0.94,0.02,0,0.04,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538351,2020-10-02,5,10,2020,"27.8.abde","OTB_DEF_>=70_0_0",9401.7,121,1604.72,177.5,11304.92,0.83,0.02,0.01,0.14,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538623,2020-10-11,12,10,2020,"27.8.abde","OTB_DEF_>=70_0_0",7078.51,184.5,3034.03,1145,11442.04,0.62,0.1,0.02,0.27,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",538803,2020-10-18,19,10,2020,"27.8.abde","OTB_DEF_>=70_0_0",10532.49,207.5,4215.33,332.5,15287.82,0.69,0.02,0.01,0.28,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",539151,2020-10-25,26,10,2020,"27.8.abde","OTB_DEF_>=70_0_0",7515.36,2042,5367.62,1910,16834.98,0.45,0.11,0.12,0.32,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",539379,2020-11-01,2,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",10689.05,239,2173.16,0,13101.21,0.82,0,0.02,0.17,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",539769,2020-11-08,9,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",9699.89,587.5,2019.81,1665,13972.19,0.69,0.12,0.04,0.14,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",540158,2020-11-15,16,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",6747.38,963,2247.58,649,10606.96,0.64,0.06,0.09,0.21,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",552478,2020-11-22,23,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",11984.35,219.5,5524.31,16,17744.15,0.68,0,0.01,0.31,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",552800,2020-11-29,30,11,2020,"27.8.abde","OTB_DEF_>=70_0_0",6023.05,580,2730.49,391,9724.55,0.62,0.04,0.06,0.28,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553021,2020-12-06,7,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",4858.32,1165,2868.23,778.5,9670.06,0.5,0.08,0.12,0.3,"OTB_DEF_>=70_0_0",TRUE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553112,2020-12-13,14,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",4468.46,3644.5,3194.7,210.5,11518.16,0.39,0.02,0.32,0.28,"OTB_MCF_>=70_0_0",FALSE
"ANTIUKO AMA","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",553334,2020-12-20,21,12,2020,"27.8.abde","OTB_DEF_>=70_0_0",8411.76,1632,1936.64,59.5,12039.9,0.7,0,0.14,0.16,"OTB_DEF_>=70_0_0",TRUE
"ASTISOL","Santander","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531568,2020-03-09,10,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",81.4,3.5,12.25,9537,9634.15,0.01,0.99,0,0,"OTB_SPF_>=70_0_0",FALSE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530295,2020-01-06,7,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",9287.19,2266.4,2382.33,0,13935.92,0.67,0,0.16,0.17,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530452,2020-01-12,13,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",7163.71,1124.8,1728.58,419,10436.09,0.69,0.04,0.11,0.17,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530583,2020-01-19,20,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",14269.44,2523.7,2930.17,45.6,19768.9,0.72,0,0.13,0.15,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530669,2020-01-26,27,1,2020,"27.8.abde","OTB_DEF_>=70_0_0",9240.02,2962.9,1747.26,42.7,13992.87,0.66,0,0.21,0.12,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530769,2020-02-02,3,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",10181.7,2236.2,1544.24,634.9,14597.04,0.7,0.04,0.15,0.11,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530834,2020-02-05,6,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",3578.5,734.6,458.8,840,5611.9,0.64,0.15,0.13,0.08,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530880,2020-02-09,10,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",4770.02,606.8,1257.17,1386,8019.99,0.59,0.17,0.08,0.16,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",530994,2020-02-16,17,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",9527.38,1060.8,1645.07,782,13015.25,0.73,0.06,0.08,0.13,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531147,2020-02-23,24,2,2020,"27.8.abde","OTB_DEF_>=70_0_0",8953.31,844.6,2505.85,258,12561.76,0.71,0.02,0.07,0.2,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531329,2020-03-01,2,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",12166.22,1276.8,1685.11,5147,20275.13,0.6,0.25,0.06,0.08,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531428,2020-03-05,5,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",2135.65,264.6,238.87,30950,33589.11,0.06,0.92,0.01,0.01,"OTB_SPF_>=70_0_0",FALSE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531494,2020-03-05,6,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",0,0,0,20285,20285,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531514,2020-03-08,8,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",44.37,0,0,30202,30246.37,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531525,2020-03-08,9,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",153.94,0,478.6,29880,30512.55,0.01,0.98,0,0.02,"OTB_SPF_>=70_0_0",FALSE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",531575,2020-03-09,10,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",124.63,0,17,35221.4,35363.03,0,1,0,0,"OTB_SPF_>=70_0_0",FALSE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",532031,2020-03-15,16,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",11988.66,1517.3,2589.88,2355,18450.84,0.65,0.13,0.08,0.14,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",532545,2020-03-22,23,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",7325.21,856,1604.54,1345.8,11131.55,0.66,0.12,0.08,0.14,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",532941,2020-03-27,30,3,2020,"27.8.abde","OTB_DEF_>=70_0_0",3722.54,439.4,731.26,32.2,4925.4,0.76,0.01,0.09,0.15,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533295,2020-04-05,6,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",7716.81,331,2355.87,115.6,10519.28,0.73,0.01,0.03,0.22,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533410,2020-04-12,13,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",6107.75,237,3119.48,500.9,9965.13,0.61,0.05,0.02,0.31,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",533674,2020-04-19,20,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",6076,112.5,1655.39,1158.9,9002.79,0.67,0.13,0.01,0.18,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534012,2020-04-26,27,4,2020,"27.8.abde","OTB_DEF_>=70_0_0",7903.72,333.6,1864.04,5189.9,15291.25,0.52,0.34,0.02,0.12,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534269,2020-05-03,4,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",2400.14,11,481.5,2439.9,5332.55,0.45,0.46,0,0.09,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534518,2020-05-10,11,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",9475.47,143.5,1325.52,4267,15211.49,0.62,0.28,0.01,0.09,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534716,2020-05-17,18,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",6743.81,1921.8,1226.02,3232.7,13124.34,0.51,0.25,0.15,0.09,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",534934,2020-05-24,25,5,2020,"27.8.abde","OTB_DEF_>=70_0_0",10429.13,149.1,1928.53,4182.3,16689.06,0.62,0.25,0.01,0.12,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535145,2020-05-31,1,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",7175.45,54.8,1512.85,2988.8,11731.9,0.61,0.25,0,0.13,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535326,2020-06-07,8,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",7725.01,162.7,1021.49,5169,14078.2,0.55,0.37,0.01,0.07,"OTB_DEF_>=70_0_0",TRUE
"EGUZKI LORE","Ondarroa","ARRASTRE DE FONDO EN ZONAS CIEM VB, VI,VII Y VIIIABDE",535487,2020-06-14,15,6,2020,"27.8.abde","OTB_DEF_>=70_0_0",15147.78,157.4,830.1,1186.5,17321.78,0.87,0.07,0.01,0.05,"OTB_DEF_>=70_0_0",TRUE
