"IdBuque","fcCambio","Nombre","CodigoCFR","EsloraTotal","EsloraPP","ArqueoGT","FechaCambioDatosTecnicos","FechaCambioDatosMotor","PotenciaPropulsionTotalKW","FcCambioIdentificacion","PuertoBase","AL5_PuertoBase","ProvinciaPuertoBase","CensoPorModalidad","FcEfectoInicial","fcCambio2"
35145,2001-11-21,"ESPERANZA","ESP000011179",6.13,NA,1.61,1989-05-10,2001-11-21,13.23897,1989-05-10,"Badalona","ESBAD","BARCELONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2001-11-21
35152,1995-02-15,"PUNTA DONCELLA","ESP000011187",6.9,6.7,1.05,1995-02-15,1995-02-15,10.29698,1995-02-15,"Velez-Malaga","ESVMG","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1995-02-15,1995-02-15
35153,1989-05-10,"CRISTOBAL","ESP000011188",8.5,7.25,2.84,1989-05-10,1989-05-10,44.12992,1989-05-10,"La Linea de la Concepción","ESLLI","CADIZ","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35157,2013-08-14,"NO TE APURES","ESP000011192",8.9,7.8,6.79,1998-02-23,1993-08-10,58.1044,2013-08-14,"Algeciras","ESALG","CADIZ","CERCO EN EL MEDITERRANEO",1989-05-10,2013-08-14
35158,2008-04-22,"SANTA FRANCISCA","ESP000011193",5.8,3.52,0.8,1999-09-14,2008-04-22,7.35498,1989-05-10,"Fuengirola","ESFGL","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2008-04-22
35159,2015-02-09,"JIMAR","ESP000011194",6.17,5,1.54,1987-12-31,2001-10-26,21.32946,2015-02-09,"Marbella","ESMQE","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1987-12-31,2015-02-09
35161,1998-09-16,"LOS GALDEANOS","ESP000011197",9.9,7.4,6.36,1989-05-10,1998-09-16,63.98839,1989-05-10,"Fuengirola","ESFGL","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1998-09-16
35162,2003-10-10,"AGAHATA","ESP000011199",6.08,3.5,1.12,1999-09-14,2003-10-10,22.06496,2000-03-16,"Marbella","ESMQE","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2003-10-10
35167,2017-11-23,"HERMANOS MONTERO CAZORLA","ESP000011204",6.65,5.4,1.21,1989-05-10,1989-05-10,21.32946,2017-11-23,"Fuengirola","ESFGL","MALAGA","ARTES MENORES EN EL MEDITERRANEO",2011-07-21,2017-11-23
35183,2008-07-08,"VIRGEN DEL ROSARIO","ESP000011234",4.05,NA,0.72,1989-05-10,1989-05-10,0,2008-07-08,"San Feliu De Guixols","ESSFU","GERONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2008-07-08
35184,1999-09-21,"JOAQUINA","ESP000011236",3.95,NA,0.72,1989-05-10,1999-09-21,11.03248,1989-05-10,"Lloret de Mar","ESLLO","GERONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1999-09-21
35193,1993-04-22,"MARI LOLI","ESP000011255",6.55,5.3,1.12,1989-05-10,1993-04-22,4.41299,1989-05-10,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1993-04-22
35195,1993-10-18,"NOSA VIRXEN DO LORETO","ESP000011257",13.73,NA,13,1989-05-10,1989-05-10,94.14384,1993-10-18,"La Coruña","ESLCG","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1993-10-18
35208,1989-05-10,"VICTORINA","ESP000011270",5.45,NA,0.9,1989-05-10,1989-05-10,6.61948,1989-05-10,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
35219,2008-11-11,"JOSE Y FERNANDA","ESP000011283",14.18,12.04,13.89,1989-05-10,2008-11-11,110.32481,2006-04-03,"Almería","ESLEI","ALMERIA","ARRASTRE DE FONDO EN EL MEDITERRANEO",2003-01-10,2008-11-11
35234,2013-11-15,"OVIDIO","ESP000011311",6.1,NA,1.69,1989-05-10,2002-01-18,18.30656,2013-11-15,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2013-11-15
35235,2015-08-12,"PEPITA CONSUELO","ESP000011312",6.1,NA,1.53,1989-05-10,2015-08-12,29.41995,2008-06-20,"Lira-Carnota","ESLRT","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2015-08-12
35238,2018-04-16,"CUATRO HERMANOS","ESP000011315",6.1,NA,1.42,1989-05-10,2018-04-16,29.41995,2010-11-11,"Lira-Carnota","ESLRT","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-04-16
35243,2005-01-19,"BUEN VIAJE","ESP000011322",4.7,NA,0.61,1989-05-10,2005-01-19,11.03248,1998-03-27,"Cedeira","ESCED","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2005-01-19
35248,2014-03-27,"MARIA LUISA","ESP000011332",5.15,NA,0.99,1989-05-10,2014-03-27,29.41995,1989-05-10,"Mugia","ESMGA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-03-27
35252,2015-02-12,"SEGUNDA VIRGEN DE LA BARCA","ESP000011338",4.9,NA,0.83,1989-05-10,2015-02-12,18.38746,1989-05-10,"Mugia","ESMGA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2015-02-12
35255,2010-10-25,"COSTA DEL MAR","ESP000011342",6.9,NA,1.35,1989-05-10,2010-10-25,18.38746,2006-02-08,"Malpica de Bergantiños","ESMAI","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-10-25
35276,2018-07-09,"SIEMPRE RUFO","ESP000011364",18.4,16.03,53.87,2014-12-02,2018-07-09,169.16,2011-07-05,"Santander","ESSDR","CANTABRIA","PALANGRE DE FONDO EN CANTABRICO NW",1989-05-10,2018-07-09
35300,1989-05-10,"SANDRA","ESP000011391",5.7,NA,1.18,1989-05-10,1989-05-10,18.38746,1989-05-10,"Mugia","ESMGA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
35315,2002-04-26,"VAMOS INDO","ESP000011411",6.2,NA,1.22,1989-05-10,2002-04-26,19.85846,2000-03-06,"La Coruña","ESLCG","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2002-04-26
35334,2011-08-05,"ELY","ESP000011433",6.18,NA,1.94,1989-05-10,2011-08-05,18.38746,2003-09-22,"Camelle","ESCMY","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2011-08-05
35339,2016-06-16,"SEGUNDO SAN MARTIN","ESP000011444",8.85,NA,2.82,1989-05-10,1989-05-10,23.53596,2016-06-16,"Lage","ESLAX","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1998-04-28,2016-06-16
35354,2014-07-10,"HORTENSIA UNO","ESP000011464",5.3,NA,2.38,1989-05-10,1989-05-10,11.76798,2014-07-10,"Villajoyosa","ESVJY","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2014-07-10
35355,2019-03-25,"LUCIA","ESP000011465",5.8,4.64,0.88,1989-05-10,1989-05-10,4.41299,2019-03-25,"Cartagena","ESCAR","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2019-03-25
35360,2013-10-15,"LOS ANTONIOS","ESP000011470",5.7,NA,1.05,1989-05-10,1989-05-10,19.12296,2013-10-15,"Santa Pola","ESSPO","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2013-10-15
35361,2015-07-17,"CUATRO DE MAYO","ESP000011471",5.95,4.2,1.46,1989-05-10,2009-04-07,5.14849,2015-07-17,"Carboneras","ESCRS","ALMERIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2015-07-17
35361,2019-10-14,"CUATRO DE MAYO","ESP000011471",5.95,4.2,1.46,1989-05-10,2009-04-07,5.14849,2019-10-14,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2019-10-14
35362,1989-05-10,"HERMANOS MARTINEZ","ESP000011472",6.6,5.3,1.54,1989-05-10,1989-05-10,22.06496,1989-05-10,"Mazarron","ESMZO","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35362,2019-11-15,"HERMANOS MARTINEZ","ESP000011472",6.6,5.3,1.54,1989-05-10,1989-05-10,22.06496,2019-11-15,"Cartagena","ESCAR","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2019-11-15
35363,2011-10-20,"EL CAENAS","ESP000011473",6.56,5.58,1.47,1989-05-10,1989-05-10,22.06496,2011-10-20,"Águilas","ESAGU","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2011-10-20
35368,2015-01-19,"MARIA JOSEFA","ESP000011480",7.4,5.4,1.64,1989-05-10,2006-11-02,14.70997,2015-01-19,"Almería","ESLEI","ALMERIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2015-01-19
35370,2006-08-29,"NUESTRA SEÑORA DEL CARMEN","ESP000011483",14.3,NA,21.13,1989-05-10,2006-08-29,71.34337,1989-05-10,"Velez-Malaga","ESVMG","MALAGA","CERCO EN EL MEDITERRANEO",1989-05-10,2006-08-29
35381,1995-01-02,"SAN PANCRACIO","ESP000011494",9.9,5.6,4.27,1989-05-10,1989-05-10,22.06496,1995-01-02,"Velez-Malaga","ESVMG","MALAGA","CERCO EN EL MEDITERRANEO",1989-05-10,1995-01-02
35398,1999-06-25,"VIRGEN DEL MAR","ESP000011514",6.4,5.25,1.16,1989-05-10,1999-06-25,24.27145,1989-05-10,"La Linea de la Concepción","ESLLI","CADIZ","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1999-06-25
35400,2015-01-23,"RODRIGUEZ","ESP000011517",7,6.1,2.65,1989-05-10,1989-05-10,27.21345,2015-01-23,"Estepona","ESEPN","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2015-01-23
35406,2014-11-26,"MATILDE","ESP000011524",6.35,NA,1.29,1989-05-10,1989-05-10,3.67749,2014-11-26,"Estepona","ESEPN","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2014-11-26
35411,2009-06-10,"VANIROSI","ESP000011529",7.22,NA,1.55,1989-05-10,2009-06-10,19.12296,1989-05-10,"La Linea de la Concepción","ESLLI","CADIZ","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2009-06-10
35414,2013-02-04,"MAGINA","ESP000011532",9.05,7.6,3.65,1996-07-15,1994-06-17,18,2013-02-04,"Marbella","ESMQE","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2013-02-04
35417,2009-05-11,"LOS MELLIZOS","ESP000011535",8.8,4.85,2.92,1989-05-10,2009-05-11,27.94895,1989-05-10,"La Linea de la Concepción","ESLLI","CADIZ","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2009-05-11
35419,2007-05-08,"MARIA DE LA CONCEPCION","ESP000011537",7.35,5.8,2.42,1989-05-10,2007-05-08,17.65197,1989-05-10,"La Linea de la Concepción","ESLLI","CADIZ","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2007-05-08
35421,2002-05-31,"ADELAIDA","ESP000011539",7.27,5.1,1.92,2002-05-31,2002-03-25,18.38746,1989-05-10,"La Linea de la Concepción","ESLLI","CADIZ","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2002-05-31
35424,2009-09-17,"ANA SEGUNDA","ESP000011543",8.48,6.8,3.26,1989-05-10,2009-09-17,44.12992,1996-03-14,"Tarifa","ESTRF","CADIZ","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2009-09-17
35428,2006-09-25,"CUATRO HERMANOS","ESP000011548",6,4.6,0.99,1989-05-10,2006-09-25,7.35498,1995-10-24,"Estepona","ESEPN","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2006-09-25
35431,1997-07-04,"ESPAÑA","ESP000011552",5.76,NA,1.1,1989-05-10,1989-05-10,22.06496,1997-07-04,"Estepona","ESEPN","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1997-07-04
35433,2002-03-25,"FRANCISCA","ESP000011554",8.42,6.75,3.95,2000-10-27,2002-03-25,24.27145,1989-05-10,"La Linea de la Concepción","ESLLI","CADIZ","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2002-03-25
35443,2000-12-27,"MARINER II","ESP000011565",21.4,19.85,66.2,1989-05-10,1989-05-10,235.3596,2000-12-27,"Llansa","ESLLC","GERONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2000-12-27
35453,1989-05-10,"MONTSERRAT","ESP000011576",6.6,6.4,1.32,1989-05-10,1989-05-10,14.34,1989-05-10,"Rosas","ESROS","GERONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35462,2011-03-24,"L'EMPORDA DOS","ESP000011587",8.25,7.24,3.65,1989-05-10,1989-05-10,32.36194,2011-03-24,"La Escala","ESGLE","GERONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2011-03-24
35466,1989-05-10,"AM","ESP000011591",5.24,4.99,0.75,1989-05-10,1989-05-10,8.82598,1989-05-10,"Rosas","ESROS","GERONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35466,2019-11-18,"AM","ESP000011591",5.24,4.99,0.75,1989-05-10,1989-05-10,8.82598,2019-11-18,"San Carlos de la Rápita","ESSCR","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2019-11-18
35467,2017-11-16,"NUESTRA SEÑORA DEL CARMEN","ESP000011592",8.86,NA,3.35,1989-05-10,1993-04-30,27.94895,2017-11-16,"Casas de Alcanar","ESCDK","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2017-11-16
35469,1989-05-10,"REY","ESP000011594",9.38,7.77,4.01,1989-05-10,1989-05-10,50.74941,1989-05-10,"Rosas","ESROS","GERONA","CERCO EN EL MEDITERRANEO",1989-05-10,1989-05-10
35471,2003-10-22,"COSTA CLARA","ESP000011596",7.05,6.78,1.54,1989-05-10,2003-10-22,27.95,1989-05-10,"Rosas","ESROS","GERONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2003-10-22
35488,2011-01-20,"EUGENIO CHAU","ESP000011614",13.48,NA,16.29,1989-05-10,1990-10-15,55.8979,2011-01-20,"Benicarlo","ESBNI","CASTELLON","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2011-01-20
35492,2010-10-15,"RIO DE LA PLATA","ESP000011618",10.8,NA,9.57,1989-05-10,2003-09-02,29.41995,2010-10-15,"Punta Umbria","ESZJY","HUELVA","ARTES MENORES  EN EL GOLFO DE CADIZ",1989-05-10,2010-10-15
35515,2008-03-03,"ROSITA VERAL","ESP000011649",10.12,NA,5.25,1989-05-10,1993-06-30,22.06496,2008-03-03,"San Carlos de la Rápita","ESSCR","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",2008-03-03,2008-03-03
35548,2016-03-22,"EL QUE QUIERA","ESP000011692",5.55,5.5,1.22,1994-03-15,2016-03-22,14.70997,2015-09-10,"Moaña","ESMOA","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1994-03-15,2016-03-22
35561,1989-05-10,"PATOT","ESP000011709",8.53,8,3.72,1989-05-10,1989-05-10,33.83294,1989-05-10,"Rosas","ESROS","GERONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35563,2018-09-13,"IDIA","ESP000011711",6.85,6.5,1.33,1989-05-10,1989-05-10,34.56844,2018-09-13,"Estartit","ESETT","GERONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2018-09-13
35569,2017-07-22,"SAN ANTONIO","ESP000011718",6.65,6.63,1.22,1989-05-10,2007-03-02,4.41299,2017-07-22,"San Miguel de Tajao","ESMDT","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2017-07-22
35639,2011-09-20,"FRANCISCO Y LEONOR","ESP000011805",8.5,6.55,4.01,1989-05-10,1999-02-05,40.45243,2011-09-20,"Cartagena","ESCAR","MURCIA","CERCO EN EL MEDITERRANEO",2011-09-20,2011-09-20
35640,1989-05-10,"VIRGEN DEL CARMEN","ESP000011806",6.3,5.85,1.31,1989-05-10,1989-05-10,22.06496,1989-05-10,"Cartagena","ESCAR","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35641,2019-03-08,"PAREDES CONESA","ESP000011807",7.6,6,1.69,1989-05-10,2011-11-21,33.09744,2019-03-08,"Cartagena","ESCAR","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2019-03-08
35644,1998-12-03,"CONCEPCION Y MARIA","ESP000011813",18.5,13.87,47.02,1989-05-10,1998-12-03,169.16471,1993-01-21,"Águilas","ESAGU","MURCIA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,1998-12-03
35658,2011-09-28,"MARGARITA","ESP000011829",9.22,8,5.2,1989-05-10,2005-06-21,30.89094,2011-09-28,"Cartagena","ESCAR","MURCIA","CERCO EN EL MEDITERRANEO",2011-09-28,2011-09-28
35664,2005-01-21,"INMA","ESP000011835",6.5,5.6,1.45,1989-05-10,2005-01-21,7.35498,1989-11-15,"Cartagena","ESCAR","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2005-01-21
35674,2003-10-07,"ISIDORO Y JUANA","ESP000011847",10.4,8.3,6.71,1989-05-10,1989-05-10,66.19488,2003-10-07,"Águilas","ESAGU","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2003-10-07
35675,2005-12-15,"DIEGO Y VICTORIA","ESP000011848",8.8,7.53,2.62,1989-05-10,2005-12-15,47.07192,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2005-12-15
35676,1989-05-10,"ANA MAR","ESP000011849",8.4,6.65,2.53,1989-05-10,1989-05-10,30.89094,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35683,1989-05-10,"ANTONIO COLACHE","ESP000011856",9.6,7.8,3.41,1989-05-10,1989-05-10,35.30394,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35684,1995-11-24,"MANUEL Y ASCENSION","ESP000011857",7.7,7.3,1.43,1989-05-10,1995-11-24,33.09744,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1995-11-24
35697,2001-12-10,"DIEGO","ESP000011871",9.9,8.75,6.49,1995-10-30,1997-06-24,22.06496,2001-12-10,"Águilas","ESAGU","MURCIA","ARTES MENORES EN EL MEDITERRANEO",2001-12-10,2001-12-10
35714,1997-04-15,"PLAYA DEL FRAILE","ESP000011890",8.2,6.5,2.67,1989-05-10,1997-04-15,22.06496,1989-05-10,"Águilas","ESAGU","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1997-04-15
35715,2004-03-26,"HERMANOS RAMIREZ","ESP000011891",7.4,5.4,1.61,1989-05-10,2004-03-26,29.41995,1989-05-10,"Águilas","ESAGU","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2004-03-26
35718,1997-09-23,"GINES Y ROSARIO","ESP000011895",8.3,6.65,1.89,1989-05-10,1997-09-23,36.77493,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1997-09-23
35719,1995-02-20,"BEGOÑITA","ESP000011896",5.7,5.2,0.82,1989-05-10,1995-02-20,6.25173,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1995-02-20
35780,1994-12-21,"RICARDO ALFREDO","ESP000011970",6.88,NA,1.63,1989-05-10,1989-05-10,30.89094,1994-12-21,"San Juan de la Arena","ESJLA","PRINCIPADO DE ASTURIAS","ARTES MENORES EN CANTABRICO NW",1989-05-10,1994-12-21
35781,1994-12-21,"MANUEL ANTONIO","ESP000011972",7,6.3,1.87,1989-05-10,1989-05-10,13.97447,1994-12-21,"San Juan de la Arena","ESJLA","PRINCIPADO DE ASTURIAS","ARTES MENORES EN CANTABRICO NW",1989-05-10,1994-12-21
35823,1989-05-10,"VIRGEN DEL CARMEN","ESP000012027",6.9,5.2,1.42,1989-05-10,1989-05-10,8.82598,1989-05-10,"Cartagena","ESCAR","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35825,1998-09-14,"HERMANOS DE LA ORDEN","ESP000012029",7.7,6.5,1.71,1989-05-10,1998-09-14,29.40524,1993-12-15,"Valencia","ESVLC","VALENCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1998-09-14
35828,1989-05-10,"NUESTRA SEÑORA DEL CARMEN","ESP000012032",7.7,NA,1.46,1989-05-10,1989-05-10,35.30394,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35831,1989-05-10,"MARIA DOLORES","ESP000012035",5.6,5.04,0.93,1989-05-10,1989-05-10,6.61948,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35834,2000-04-26,"MAREAS AZULES","ESP000012038",9.5,7.5,3.21,1989-05-10,1989-05-10,66.19488,2000-04-26,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2000-04-26
35835,1997-07-24,"NUEVOS HORIZONTES","ESP000012039",10.15,8.4,4.83,1989-05-10,1989-05-10,80.90486,1997-07-24,"Santa Pola","ESSPO","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1997-07-24
35836,2002-02-27,"SAN FRANCISCO","ESP000012040",7.98,NA,1.65,1989-05-10,2002-02-27,35.30394,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",2001-03-14,2002-02-27
35838,2001-07-06,"ANPA","ESP000012043",8.6,8.2,3.19,1989-05-10,2001-07-06,36.77493,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2001-07-06
35840,1991-09-27,"ESTRELLA DEL MAR","ESP000012046",9.67,7.65,3.75,1989-05-10,1991-09-27,29.41995,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1991-09-27
35842,2012-08-07,"ESMERALDA II","ESP000012048",8.5,7,3.08,1989-05-10,1989-05-10,25.74,2012-08-07,"Valencia","ESVLC","VALENCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2012-08-07
35844,2011-12-23,"HERMANOS ESCUDERO","ESP000012051",8.7,7.4,2.58,1989-05-10,1999-05-26,40.45243,2011-12-23,"Guardamar del Segura","ESGDS","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2011-12-23
35846,1989-05-10,"NUESTRA SEÑORA DEL CONSUELO","ESP000012053",7.75,NA,1.61,1989-05-10,1989-05-10,50.01391,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35847,2007-12-20,"VIRGEN DEL CARMEN","ESP000012054",8.5,6.85,1.58,1989-05-10,2007-12-20,30.89094,1989-05-10,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2007-12-20
35862,2017-12-11,"DAVID Y CARMEN","ESP000012070",7.2,6.85,1.27,1989-05-10,1989-05-10,35.30394,2017-12-11,"San Pedro del Pinatar","ESSPP","MURCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2017-12-11
35866,2014-07-15,"CANTINFLAS","ESP000012075",5.51,NA,1.02,1989-05-10,2014-07-15,18.38746,2004-01-21,"La Puebla del Caramiñal","ESLPC","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-07-15
35894,2013-09-10,"SAN JOSE","ESP000012133",5.7,4.82,0.72,1989-05-10,2003-04-29,14.70997,2013-09-10,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2013-09-10
35896,2005-04-11,"CHOLO","ESP000012135",6.99,5.6,1.24,1989-05-10,1989-05-10,6.61948,2005-04-11,"Muros","ESMRS","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2005-04-11
35913,2018-06-01,"MARIA","ESP000012160",5.55,5,1.51,1989-05-10,2011-07-04,18.38746,2018-06-01,"Sada","ESSAD","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-06-01
35913,2019-03-04,"MARIA","ESP000012160",5.55,5,1.51,1989-05-10,2019-03-04,18.38,2018-06-01,"Sada","ESSAD","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2019-03-04
35914,2010-10-19,"ISABELITA","ESP000012161",4.42,NA,0.32,1989-05-10,2010-10-19,3.67749,1989-05-10,"La Coruña","ESLCG","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-10-19
35933,2009-04-15,"VIRGEN DEL PUIG","ESP000012190",10.33,NA,4.16,1989-05-10,2009-04-15,29.41995,1989-05-10,"Formentera (Cala Savina)","ESFNI","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2009-04-15
35937,2004-10-26,"ROSETES","ESP000012196",7.61,NA,1.68,1989-05-10,1989-05-10,27.21345,2004-10-26,"Ibiza","ESIBZ","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2004-10-26
35939,1989-05-10,"NUEVA CATALINA","ESP000012198",6.2,NA,1.31,1989-05-10,1989-05-10,13.23897,1989-05-10,"Formentera (Cala Savina)","ESFNI","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
35956,2017-03-12,"ALBACORA QUINCE","ESP000012216",85.85,71.35,2336,1997-07-04,2004-12-03,3368.58427,2017-03-12,"Bermeo","ESBRM","VIZCAYA","ATUNEROS CERQUEROS CONGELADORES EN OCEANO ATLANTICO, INDICO Y PACIFICO",1989-05-10,2017-03-12
35966,2012-10-18,"MARQUES DE VALTERRA","ESP000012231",10.41,9.42,6.78,1989-05-10,2012-09-24,77.22736,2012-10-18,"Playa San Juan - Guia Isora","ESPSJ","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",2001-01-24,2012-10-18
35970,2003-04-14,"ALBERTO","ESP000012236",7.45,NA,1.85,1997-04-23,2003-04-14,11.03248,1999-06-24,"San Miguel de Tajao","ESMDT","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1997-04-23,2003-04-14
35971,2018-09-05,"BRAYZAI I","ESP000012237",6.3,NA,1.84,2008-01-23,2018-09-05,19.31,2018-02-23,"La Restinga","ESLAF","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2018-09-05
35973,2016-02-05,"SAN HORACIO","ESP000012240",10.71,9,5.62,1989-05-10,2016-02-05,52.95591,2003-12-15,"Arrecife de Lanzarote","ESACE","LAS PALMAS","ARTES MENORES EN CANARIAS",1989-05-10,2016-02-05
