"IdBuque","fcCambio","Nombre","CodigoCFR","EsloraTotal","EsloraPP","ArqueoGT","FechaCambioDatosTecnicos","FechaCambioDatosMotor","PotenciaPropulsionTotalKW","FcCambioIdentificacion","PuertoBase","AL5_PuertoBase","ProvinciaPuertoBase","CensoPorModalidad","FcEfectoInicial","fcCambio2"
27949,2010-09-22,"PABLO","ESP000002364",5.7,NA,1.29,1989-05-10,2010-09-22,18.38746,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-09-22
27974,2011-03-01,"MONCHITO","ESP000002390",6.2,NA,1.08,1989-05-10,2011-03-01,8.82598,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2011-03-01
27999,2014-11-24,"HERMANOS VARELA","ESP000002418",5.55,NA,1.32,1989-05-10,2014-11-24,14.70997,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-11-24
28016,2012-12-17,"NUEVO PACO","ESP000002435",10.7,NA,6.74,1989-05-10,2012-12-17,27.50765,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2012-12-17
28018,2010-12-03,"SEGUNDA SILVIA","ESP000002437",6.5,NA,1.23,1989-05-10,2010-12-03,6.61948,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-12-03
28022,2010-12-10,"CRIOLLO SEGUNDO","ESP000002443",8.9,NA,2.83,1989-05-10,2010-12-10,17.65197,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-12-10
28035,2018-12-12,"SEGUNDA NIÑA","ESP000002463",8.69,NA,2.5,1989-05-10,2018-12-12,17.65,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-12-12
28045,2013-09-30,"SAN JUAN","ESP000002473",8,NA,2.4,1989-05-10,2000-08-18,5.88399,2013-09-30,"Carril","ESCIL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2013-09-30
28046,1989-05-10,"JUAN ANGEL","ESP000002474",5.3,NA,0.95,1989-05-10,1989-05-10,3.67749,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
28048,1995-11-03,"SACHO","ESP000002478",8.93,NA,3.37,1989-05-10,1995-11-03,17.65197,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1995-11-03
28049,2005-03-17,"CARMEN","ESP000002480",6.95,NA,1.54,1989-05-10,2005-03-17,8.82598,2004-11-17,"Sada","ESSAD","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2005-03-17
28061,1995-05-19,"PERLON","ESP000002495",5.88,NA,0.87,1995-05-19,1995-05-19,3.67749,1995-05-19,"Ribadeo","ESRIB","LUGO","ARTES MENORES EN CANTABRICO NW",1995-05-19,1995-05-19
28064,2003-09-17,"NAVARRET","ESP000002499",16.38,14,20.92,1989-05-10,2002-03-20,29.41995,2003-09-17,"Ribadeo","ESRIB","LUGO","ARTES MENORES EN CANTABRICO NW",2003-09-17,2003-09-17
28065,2000-10-02,"SIEMPRE JESUS DOLORES","ESP000002500",17.1,15.68,31,1989-05-10,1989-05-10,169.16471,2000-10-02,"Foz","ESZBE","LUGO","CERCO EN CANTABRICO NW",1989-05-10,2000-10-02
28086,1989-05-10,"CAROLINA","ESP000002523",10.62,9.6,4.86,1989-05-10,1989-05-10,69.13688,1989-05-10,"Valencia","ESVLC","VALENCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
28095,2014-11-03,"RAIMAR PRIMERO","ESP000002533",8.36,7.85,2.49,1989-05-10,2012-08-13,25.74245,2014-11-03,"Castellon de la Plana (El Grao)","ESCAS","CASTELLON","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2014-11-03
28096,2008-04-24,"KUBALA SEGUNDO","ESP000002534",10.05,7.4,5.18,1989-05-10,1994-01-18,73.54987,2008-04-24,"Valencia","ESVLC","VALENCIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2008-04-24
28099,2013-04-22,"PREJILO","ESP000002537",6.45,4.8,0.83,1989-05-10,1989-05-10,10.29698,2013-04-22,"Villajoyosa","ESVJY","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2013-04-22
28105,2018-12-18,"VIRXEN DOS MILAGROS","ESP000002544",11.3,NA,8.11,2002-01-30,2002-02-01,63.98839,2018-12-18,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-12-18
28109,2006-11-21,"MARUJA Y ELISA","ESP000002548",9.9,NA,3.67,1989-05-10,2006-11-21,29.41995,1997-07-07,"El Grove","ESEGR","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2006-11-21
28120,1989-05-10,"ROCI","ESP000002562",13.6,NA,13.88,1989-05-10,1989-05-10,125.03478,1989-05-10,"Cangas","ESCAG","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
28121,2006-03-09,"PERLA DEL PACIFICO NUMERO DOS","ESP000002563",11.25,10,8.19,1989-05-10,2006-03-09,94.14384,2004-09-27,"Meira","ESMEI","PONTEVEDRA","CERCO EN CANTABRICO NW",1989-05-10,2006-03-09
28125,2008-03-17,"AVE SIN PUERTO","ESP000002567",10.4,NA,3.93,1999-11-06,2008-03-17,24.27145,1992-07-07,"Tarifa","ESTRF","CADIZ","ARTES MENORES EN EL MEDITERRANEO",1992-07-07,2008-03-17
28128,1989-05-10,"PERCEBE","ESP000002570",7.47,NA,2.6,1989-05-10,1989-05-10,44.12992,1989-05-10,"Cangas","ESCAG","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
28129,1989-05-10,"ZANI","ESP000002571",11.56,9.6,9.69,1989-05-10,1989-05-10,94.14384,1989-05-10,"Cangas","ESCAG","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
28161,1990-11-23,"MAR NOVO","ESP000002605",8.45,NA,3.2,1989-05-10,1989-05-10,48.54291,1990-11-23,"Bayona","ESBYN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1990-11-23,1990-11-23
28170,1993-04-20,"OTERO","ESP000002616",10.2,8,5.38,1989-05-10,1993-04-20,55.1624,1989-05-10,"Redondela","ESRED","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1993-04-20
28174,2007-01-10,"PEGAL","ESP000002620",10.75,NA,7.5,1989-05-10,2007-01-10,68.40138,2000-11-06,"La Guardia","ESAGD","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1991-09-05,2007-01-10
28178,2012-07-16,"JUAN","ESP000002626",5.75,NA,1.7,1989-05-10,1989-05-10,2.20649,2012-07-16,"Cambados","ESCBD","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2012-07-16
28178,2019-09-09,"JUAN","ESP000002626",5.75,NA,1.7,1989-05-10,2019-09-09,11.03,2012-07-16,"Cambados","ESCBD","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2019-09-09
28188,2010-08-11,"QUE QUIERES","ESP000002637",6.15,NA,1.53,1989-05-10,2010-08-11,18.38746,2002-01-18,"Aldan-Hio","ESADI","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-08-11
28193,2019-09-10,"MARIA DEL CARMEN","ESP000002643",7.7,NA,2.3,2019-09-10,2007-07-13,40.45243,2015-03-23,"Santa Cruz de Tenerife","ESSCT","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2019-09-10
28193,2019-12-17,"MARIA DEL CARMEN","ESP000002643",7.7,NA,2.3,2019-09-10,2007-07-13,40.45243,2019-12-17,"Valle Gran Rey","ESVGR","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2019-12-17
28201,2011-10-05,"SAN JUAN","ESP000002660",6.74,6.4,1.06,1989-05-10,2005-04-29,21.32946,2011-10-05,"Playa San Marcos","ESPAM","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2011-10-05
28211,2008-07-21,"SAN JUAN","ESP000002673",4.53,4.25,0.55,1989-05-10,2008-07-21,8.60533,1989-05-10,"Valle Guerra","ESVGE","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2008-07-21
28221,2007-01-17,"JOSE RAMON","ESP000002685",6.95,6.9,1.47,2007-01-17,1989-05-10,5.14849,1989-05-10,"Santa Cruz de Tenerife","ESSCT","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2007-01-17
28228,2014-07-03,"PANTERA","ESP000002695",5.65,NA,1.34,1989-05-10,2014-07-03,18.38746,2003-04-10,"Isla de Arosa","ESIAL","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-07-03
28236,2014-04-22,"SUCANI","ESP000002705",6.02,NA,1.59,1989-05-10,2014-04-22,18.38746,1989-05-10,"Villanueva","ESVEN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-04-22
28251,2014-04-22,"MOIRANA","ESP000002726",6.25,NA,1.91,1989-05-10,2014-04-22,18.38746,1989-05-10,"Villanueva","ESVEN","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-04-22
28257,2017-05-26,"MARIA PILAR","ESP000002734",5.1,NA,0.97,1989-05-10,2017-05-26,18.38746,1998-03-06,"Santoña","ESSNN","CANTABRIA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2017-05-26
28287,1999-01-11,"SAN PEDRO","ESP000002772",15.01,12.45,18.47,1989-05-10,1989-05-10,71.34337,1999-01-11,"Villajoyosa","ESVJY","ALICANTE","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,1999-01-11
28294,2014-04-08,"CRUZ DEL SUR","ESP000002780",8.62,6.75,3.07,1989-05-10,2004-01-08,35.30394,2014-04-08,"Altea","ESAQA","ALICANTE","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2014-04-08
28314,2015-12-15,"AVIS ZAPATA","ESP000002801",6.7,NA,2.22,1989-05-10,1989-05-10,18.38746,2015-12-15,"Calafell","ESCFE","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2015-12-15
28322,2017-06-06,"SOL","ESP000002809",5.7,NA,2.76,1989-05-10,2005-09-20,20.59396,2017-06-06,"Deltebre","ESDEL","TARRAGONA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2017-06-06
28338,2015-06-29,"GASPAR Y GLORIA","ESP000002829",20,NA,45.49,1989-05-10,2015-06-29,250.06957,1989-05-10,"Cambrils","ESCBL","TARRAGONA","CERCO EN EL MEDITERRANEO",1989-05-10,2015-06-29
28340,2009-05-14,"PACHICHA","ESP000002831",22,NA,51.3,1989-05-10,2009-05-14,164.75172,1989-08-17,"Cullera","ESERA","VALENCIA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2009-05-14
28350,1989-08-21,"ROSA TECLA","ESP000002841",15.54,NA,29.12,1989-05-10,1989-08-21,279.48952,1989-05-10,"Cambrils","ESCBL","TARRAGONA","CERCO EN EL MEDITERRANEO",1989-05-10,1989-08-21
28353,2010-02-16,"CINTA PRIMERA","ESP000002844",18.35,15.15,31.87,1989-05-10,2006-07-24,268.45704,2010-02-16,"La Ametlla De Mar","ESKLL","TARRAGONA","ARRASTRE DE FONDO EN EL MEDITERRANEO",1989-05-10,2010-02-16
28408,2015-03-20,"AVISPA","ESP000002908",5.17,NA,0.93,1989-05-10,2015-03-20,18.38746,2005-11-15,"Noia","ESNOA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1998-05-05,2015-03-20
28455,1993-08-23,"JOSE MANUEL","ESP000002968",7.3,NA,1.98,1989-05-10,1993-08-23,11.76798,1991-09-13,"Espasante","ESEPT","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1991-09-13,1993-08-23
28459,2005-08-24,"PUNTA GALERA","ESP000002972",7.4,NA,1.71,2000-10-25,1994-03-22,6.98723,2005-08-24,"Finisterre","ESFNE","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2005-08-24
28464,2003-07-24,"SANTA ESPERANZA","ESP000002978",6.9,NA,1.13,1989-05-10,2003-07-24,33.09744,1989-05-10,"Ciudadela","ESQIU","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2003-07-24
28467,1996-03-14,"SANTA CATALINA","ESP000002982",8.45,NA,3.04,1989-05-10,1996-03-14,33.09744,1989-05-10,"Ciudadela","ESQIU","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1996-03-14
28472,1989-05-10,"LOS ANGELES","ESP000002987",8.44,NA,2.36,1989-05-10,1989-05-10,25.00695,1989-05-10,"Ciudadela","ESQIU","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
28479,1989-05-10,"QUE DIRAN DE MI","ESP000002997",4.55,NA,1.25,1989-05-10,1989-05-10,8.09048,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
28481,1989-05-10,"TRANQUILO","ESP000002999",6.6,NA,1.38,1989-05-10,1989-05-10,8.82598,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
28482,2013-11-06,"MANSO","ESP000003000",4.9,NA,0.89,1989-05-10,2013-11-06,29.41995,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2013-11-06
28489,2010-09-09,"VELOZ","ESP000003008",5.67,NA,1.29,1989-05-10,2010-09-09,18.38746,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-09-09
28495,2014-03-06,"SAN JOSE","ESP000003015",5.25,NA,1.08,1989-05-10,2014-03-06,22.06496,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-03-06
28527,2013-08-19,"TERCERO CUCO","ESP000003052",8.74,NA,3.3,1989-05-10,2004-11-10,17.28422,2013-08-19,"Cambados","ESCBD","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2013-08-19
28533,2018-12-05,"REGENJO","ESP000003059",5.6,NA,1.26,1989-05-10,2018-12-05,7.33,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2018-12-05
28539,2014-11-24,"VICENTA","ESP000003066",5.2,NA,1.04,1989-05-10,2014-11-24,18.38746,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2014-11-24
28540,1989-05-10,"ALCALDE","ESP000003067",5.6,NA,0.97,1989-05-10,1989-05-10,3.67749,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
28556,1994-10-13,"NOLETE","ESP000003087",9.05,8.6,3.25,1989-05-10,1994-10-13,17.65197,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1994-10-13
28559,2015-11-23,"AGUILA","ESP000003090",6.04,NA,1.52,1989-05-10,2015-11-23,44.12992,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2015-11-23
28609,1991-05-31,"ROSA MARIA JUAREZ","ESP000003158",17.36,15.16,36.17,1989-05-10,1991-05-31,185.34568,1989-05-10,"Torrevieja","ESTOR","ALICANTE","CERCO EN EL MEDITERRANEO",1989-05-10,1991-05-31
28634,2000-08-11,"CRIOLLO","ESP000003189",7,NA,3.14,1989-05-10,2000-08-11,17.65197,1989-05-10,"Rianjo","ESRIA","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2000-08-11
28673,2010-07-21,"MARIA ISABEL","ESP000003241",6.72,NA,2.2,1989-05-10,2010-07-21,18.38746,2006-08-11,"Ferrol","ESFRO","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2010-07-21
28705,2016-03-16,"ISABEL Y JORGE II","ESP000003280",13,NA,13.24,1999-10-26,2016-03-16,52.95591,1989-05-10,"Vigo","ESVGO","PONTEVEDRA","CERCO EN CANTABRICO NW",1989-05-10,2016-03-16
28755,1989-05-10,"SESITO","ESP000003335",8.2,NA,2.07,1989-05-10,1989-05-10,11.76798,1989-05-10,"Cambados","ESCBD","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1989-05-10
28764,1992-10-01,"CASTELAO PRIMERO","ESP000003347",12.5,NA,11.03,1989-05-10,1992-10-01,36.03943,1989-05-10,"Cambados","ESCBD","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1992-10-01
28766,2001-08-02,"PAVIA","ESP000003350",10.5,8,5.19,2000-07-11,2001-08-02,17.65197,1989-05-10,"Cambados","ESCBD","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2001-08-02
28778,2005-10-03,"SEIS HERMANOS","ESP000003367",6.9,NA,1.23,1989-05-10,2004-11-10,29.41995,2005-10-03,"Cudillero","ESCLO","PRINCIPADO DE ASTURIAS","ARTES MENORES EN CANTABRICO NW",1989-05-10,2005-10-03
28802,1998-01-12,"SIRENA","ESP000003393",11.46,NA,7.7,1989-05-10,1998-01-12,35.3,1989-05-10,"Cangas","ESCAG","PONTEVEDRA","ARTES MENORES EN CANTABRICO NW",1989-05-10,1998-01-12
28821,1991-05-22,"ELS GORRETES","ESP000003415",9.13,NA,3.7,1989-05-10,1991-05-22,44.12992,1989-05-10,"Palma de Mallorca","ESPMI","BALEARES","CERCO EN EL MEDITERRANEO",1989-05-10,1991-05-22
28827,2012-12-20,"BERNARDINO","ESP000003425",9.64,NA,4.51,1989-05-10,2012-12-20,73.54987,1989-05-10,"Palma de Mallorca","ESPMI","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2012-12-20
28830,2019-02-01,"JOSEMARIA EL VILERDA","ESP000003429",9.5,NA,5.11,1989-05-10,1992-09-15,83.84685,2019-02-01,"Palma de Mallorca","ESPMI","BALEARES","CERCO EN EL MEDITERRANEO",1989-05-10,2019-02-01
28842,1989-05-10,"ES VERGES","ESP000003444",7.83,NA,2.89,1989-05-10,1989-05-10,42.29117,1989-05-10,"Palma de Mallorca","ESPMI","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
28845,2004-08-04,"FLOR DEL MAR","ESP000003449",8.05,NA,2.08,1989-05-10,1995-01-25,22.06496,2004-08-04,"Porto Cristo","ESPCR","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2004-08-04
28846,2008-07-31,"PIRAÑA DEL MAR","ESP000003450",11.34,NA,7.33,1989-05-10,2008-07-31,70.60788,2008-03-07,"Palma de Mallorca","ESPMI","BALEARES","CERCO EN EL MEDITERRANEO",1989-05-10,2008-07-31
28854,2017-02-07,"SEÑORA DE LOS ANGELES","ESP000003459",8.95,NA,3.67,1989-05-10,2012-07-31,58.81783,2017-02-07,"Palma de Mallorca","ESPMI","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1990-01-17,2017-02-07
28854,2019-10-22,"SEÑORA DE LOS ANGELES","ESP000003459",8.95,NA,3.67,1989-05-10,2012-07-31,58.81783,2019-10-22,"Colonia San Jorge","ESCSB","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1990-01-17,2019-10-22
28861,1997-04-21,"MORON II","ESP000003468",7.54,NA,1.7,1989-05-10,1997-04-21,35.30394,1989-05-10,"Andraitx","ESAND","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1997-04-21
28864,1991-11-21,"BLANCHE","ESP000003473",6.29,NA,1.12,1989-05-10,1991-11-21,6.61948,1989-05-10,"Andraitx","ESAND","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1991-11-21
28865,2001-06-14,"REME TONI TERCERO","ESP000003474",9.8,NA,5.55,1997-01-01,2001-06-14,66.19488,1989-05-10,"Andraitx","ESAND","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2001-06-14
28883,1997-02-03,"MICIMA","ESP000003496",8.3,NA,2.29,1997-02-03,1993-08-04,36.04679,1989-05-10,"Santañí","ESSNY","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1997-02-03
28894,2001-06-18,"APOLONIA","ESP000003508",5.71,NA,0.63,1989-05-10,1989-05-10,6.63419,2001-06-18,"Colonia San Jorge","ESCSB","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2001-06-18
28908,2003-01-29,"ETERNA","ESP000003522",7.34,NA,1.49,1989-05-10,2003-01-29,17.65197,1989-05-10,"Colonia San Jorge","ESCSB","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2003-01-29
28909,2014-02-10,"ZORRO","ESP000003523",7.25,NA,1.6,1989-05-10,2011-07-04,21.32946,2014-02-10,"Porto Cristo","ESPCR","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2014-02-10
28913,1996-01-24,"TOMALU","ESP000003527",8.92,NA,3.49,1989-05-10,1996-01-24,44.12992,1989-05-10,"Colonia San Jorge","ESCSB","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1996-01-24
28916,2003-09-12,"MULI","ESP000003531",7.88,NA,1.71,1989-05-10,2003-09-12,14.70997,1998-12-14,"Formentera (Cala Savina)","ESFNI","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2003-09-12
28925,1998-11-05,"ESTALELLA","ESP000003542",6.82,NA,1.07,1989-05-10,1998-11-05,11.03248,1989-05-10,"Colonia San Jorge","ESCSB","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1998-11-05
28927,2010-03-16,"XORIGUER UNO","ESP000003544",9.91,NA,5.26,1989-05-10,2010-03-16,73.54987,1989-05-10,"Colonia San Jorge","ESCSB","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2010-03-16
28930,2001-01-26,"JUAN MANUEL","ESP000003548",9.55,NA,3.66,1989-05-10,2001-01-26,23.53596,1989-05-10,"Colonia San Jorge","ESCSB","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2001-01-26
28934,1994-08-19,"TRES HERMANOS","ESP000003552",8.24,NA,1.86,1989-05-10,1994-08-19,10.29698,1989-05-10,"Colonia San Jorge","ESCSB","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1994-08-19
28956,2000-03-21,"MAR Y VENT","ESP000003578",7.6,NA,1.39,1989-05-10,1989-05-10,29.41995,2000-03-21,"Alcudia","ESALD","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2000-03-21
28960,2010-03-01,"PUIG DEL PARE","ESP000003583",7.36,NA,1.35,1989-05-10,2010-03-01,35.30394,1989-05-10,"Formentera (Cala Savina)","ESFNI","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2010-03-01
28965,2010-03-25,"SEGAY II","ESP000003588",7.3,NA,1.88,1989-05-10,1999-01-28,29.41995,2010-03-25,"Mahón","ESMAH","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2010-03-25
28972,2015-05-18,"CALA BONA SEGUNDA","ESP000003597",8.9,NA,3.1,1989-05-10,1999-03-15,22.80046,2015-05-18,"Porto Cristo","ESPCR","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2015-05-18
28976,2017-03-24,"DOS JOANS","ESP000003602",7.45,NA,1.64,1989-05-10,1996-10-11,14.70997,2017-03-24,"Pollensa","ESPSA","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2017-03-24
28981,2012-02-27,"SA LLAGOSTERA","ESP000003607",9.45,NA,4.29,1989-05-10,2010-03-01,57.3689,2012-02-27,"Ciudadela","ESQIU","BALEARES","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2012-02-27
29028,2007-03-27,"HERMANOS CERVANTES","ESP000003664",7.15,NA,1.88,1989-05-10,2007-03-27,20.59396,1989-05-10,"Estepona","ESEPN","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2007-03-27
29030,1995-06-05,"ANAS","ESP000003667",8,6.5,2.72,1995-06-05,1989-12-19,22.06496,1989-05-10,"Estepona","ESEPN","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1995-06-05
29034,2014-02-27,"HERMANOS HUERTAS","ESP000003671",7.5,6.17,2.52,1989-05-10,1989-05-10,27.21345,2014-02-27,"Almería","ESLEI","ALMERIA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2014-02-27
29037,1989-05-10,"DIOS TE BENDIGA","ESP000003674",4.4,NA,0.52,1989-05-10,1989-05-10,5.14849,1989-05-10,"Estepona","ESEPN","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,1989-05-10
29040,2008-01-18,"JOFRE","ESP000003677",6.8,NA,1.3,1989-05-10,1992-08-04,14.70997,2008-01-18,"Velez-Malaga","ESVMG","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2008-01-18
29045,2017-04-21,"AMANCIO","ESP000003683",7.9,NA,2.64,1989-05-10,1989-05-10,19.85846,2017-04-21,"Algeciras","ESALG","CADIZ","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2017-04-21
29054,2013-07-16,"EL CANARIAS","ESP000003695",5.05,NA,1.42,1989-05-10,1989-05-10,22.06496,2013-07-16,"Fuengirola","ESFGL","MALAGA","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2013-07-16
29061,2000-08-11,"PUNTA CHULLERA","ESP000003703",8.61,6.1,2.89,1989-05-10,2000-08-11,20.59396,1999-06-21,"La Linea de la Concepción","ESLLI","CADIZ","ARTES MENORES EN EL MEDITERRANEO",1989-05-10,2000-08-11
29087,1998-03-31,"TAMARA","ESP000003732",13.4,NA,12.45,1989-05-10,1989-05-10,73.54987,1998-03-31,"Finisterre","ESFNE","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1998-03-17,1998-03-31
29089,2006-02-20,"PLAYA DE LANGOSTEIRA","ESP000003734",11.2,NA,7.07,1989-05-10,2006-02-20,36.77493,1989-05-10,"Finisterre","ESFNE","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1989-05-10,2006-02-20
29117,2009-01-15,"PLAYA DE SACIDO","ESP000003779",9.9,NA,4.61,1989-05-10,2009-01-15,42.29117,1998-05-14,"Cedeira","ESCED","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1998-05-11,2009-01-15
29122,2009-11-19,"PAJARITO","ESP000003785",7.5,7.3,2.06,1989-05-10,2009-11-19,24.27145,1998-03-31,"Espasante","ESEPT","LA CORUÑA","ARTES MENORES EN CANTABRICO NW",1998-03-25,2009-11-19
29144,2010-09-07,"MARIA","ESP000003814",7.27,NA,1.39,2010-09-07,1998-01-26,6.61948,1989-05-10,"La Restinga","ESLAF","SANTA CRUZ DE TENERIFE","ARTES MENORES EN CANARIAS",1989-05-10,2010-09-07
